vessel_type,speed_kn,cargo_load_t,distance_nm,fuel_type,weather,fuel_consumption_l
Feeder,14.16,1483.8,253.3,Hydrogen,Calm,50.0
Feeder,17.55,2114.4,631.4,LNG,Calm,50.0
Feeder,13.07,2454.0,1795.5,Ammonia,Calm,50.0
Tanker,13.62,2407.6,2042.8,Ammonia,Rough,218.4
Tanker,11.91,10266.7,1172.1,Methanol,Calm,96.1
Ro-Ro,18.46,3374.1,259.3,Ammonia,Rough,50.0
Feeder,15.14,1710.2,1010.5,Methanol,Calm,50.0
Ro-Ro,18.53,2216.7,614.7,LNG,Moderate,70.9
Handymax,15.07,2966.8,1433.6,Conventional (HFO/MGO),Rough,113.4
Tanker,18.12,10359.2,1444.1,Ammonia,Moderate,421.3
Container,12.18,11597.7,1350.5,Hydrogen,Moderate,114.6
Panamax,16.1,5451.8,1045.8,Conventional (HFO/MGO),Calm,135.0
Feeder,11.38,1367.2,752.6,Ammonia,Moderate,50.0
Feeder,17.6,1498.6,1570.2,Hydrogen,Calm,58.2
Panamax,11.31,6247.2,1540.5,Methanol,Moderate,87.3
Ro-Ro,14.56,1631.0,354.9,Hydrogen,Moderate,50.0
Handymax,15.02,4804.8,1844.9,Conventional (HFO/MGO),Moderate,130.3
Panamax,19.59,2680.5,2048.7,Hydrogen,Calm,335.4
Handymax,11.75,1218.7,1062.8,Conventional (HFO/MGO),Calm,50.0
Panamax,15.02,6513.0,1980.9,Methanol,Moderate,242.0
Ro-Ro,11.8,3678.4,2082.1,Ammonia,Rough,101.4
Tanker,14.11,8027.7,214.7,Hydrogen,Calm,50.0
Ro-Ro,16.99,3847.8,1967.6,LNG,Moderate,206.2
Panamax,13.71,5358.7,554.8,Hydrogen,Rough,54.4
Tanker,17.9,9676.8,618.1,Ammonia,Rough,168.4
Feeder,14.48,1659.3,741.5,Methanol,Calm,50.0
Container,21.77,9857.7,1218.0,Methanol,Calm,561.1
Container,21.05,5021.9,1619.1,LNG,Moderate,627.4
Panamax,13.91,8147.6,1645.3,Ammonia,Moderate,181.9
Panamax,20.93,4289.0,1818.5,Ammonia,Moderate,471.8
Tanker,13.55,6523.7,367.2,Ammonia,Calm,50.0
Ro-Ro,14.55,2777.5,1157.8,LNG,Moderate,72.7
Container,18.32,8033.5,1409.3,Conventional (HFO/MGO),Calm,381.9
Handymax,15.24,3905.1,1117.9,Methanol,Moderate,96.9
Feeder,16.4,2648.8,464.7,LNG,Moderate,50.0
Ro-Ro,13.15,5897.0,673.0,Hydrogen,Moderate,50.0
Handymax,17.88,5937.3,1943.4,LNG,Calm,242.6
Container,16.33,10759.0,1561.9,Conventional (HFO/MGO),Moderate,321.7
Ro-Ro,17.39,4023.1,1979.6,Ammonia,Calm,221.4
Container,22.69,4773.7,661.8,Hydrogen,Calm,255.4
Tanker,14.53,11912.4,174.9,LNG,Moderate,50.0
Tanker,13.2,6339.3,494.3,Ammonia,Moderate,52.4
Panamax,14.93,8228.9,155.5,Conventional (HFO/MGO),Calm,50.0
Feeder,12.18,1704.1,522.1,LNG,Moderate,50.0
Feeder,10.74,3064.3,508.7,Methanol,Moderate,50.0
Handymax,11.86,2270.6,1168.9,Hydrogen,Calm,50.0
Feeder,16.7,793.9,1958.3,Hydrogen,Moderate,59.5
Container,19.42,7440.9,1488.2,Hydrogen,Rough,490.7
Container,12.8,13381.8,1062.8,LNG,Moderate,128.8
Ro-Ro,12.46,6716.9,1969.2,Ammonia,Calm,113.2
Container,19.13,8557.3,682.5,LNG,Calm,215.9
Ro-Ro,16.74,3849.0,594.1,Conventional (HFO/MGO),Moderate,66.8
Ro-Ro,19.41,3558.3,1863.5,Methanol,Calm,262.4
Panamax,19.47,5309.9,1434.9,Ammonia,Calm,297.9
Ro-Ro,19.98,4751.8,275.7,Hydrogen,Moderate,50.0
Panamax,14.29,7063.4,526.8,LNG,Calm,50.0
Panamax,17.94,1855.7,208.0,Ammonia,Moderate,50.0
Ro-Ro,14.91,7509.2,740.0,Methanol,Moderate,78.4
Tanker,18.83,7912.6,1103.7,Ammonia,Calm,267.9
Container,14.44,6731.7,1098.7,Hydrogen,Moderate,133.9
Handymax,15.85,2498.3,912.0,Hydrogen,Calm,58.7
Handymax,13.94,2377.7,579.3,Methanol,Moderate,50.0
Container,20.44,7016.5,929.5,Conventional (HFO/MGO),Calm,330.8
Handymax,16.82,5709.8,1504.8,LNG,Calm,153.4
Tanker,14.73,5450.1,363.7,Methanol,Calm,50.0
Tanker,15.01,9445.7,224.3,Methanol,Moderate,50.0
Feeder,12.0,884.4,594.4,Conventional (HFO/MGO),Calm,50.0
Panamax,11.01,2965.5,341.8,Methanol,Moderate,50.0
Handymax,12.0,1426.0,2079.8,Methanol,Calm,70.9
Panamax,20.81,5553.0,1401.1,Conventional (HFO/MGO),Rough,411.8
Handymax,11.84,4190.7,1011.2,Ammonia,Calm,50.0
Panamax,20.97,4529.7,1480.0,Conventional (HFO/MGO),Rough,483.0
Handymax,15.11,4581.1,455.8,Ammonia,Moderate,50.0
Feeder,11.24,1383.5,1901.5,Methanol,Calm,50.0
Ro-Ro,11.07,2630.7,1532.0,Ammonia,Calm,50.0
Panamax,16.88,4429.3,1579.4,Hydrogen,Moderate,218.7
Tanker,17.94,7334.7,1117.2,Methanol,Calm,224.5
Tanker,10.1,9893.0,606.1,LNG,Moderate,50.0
Container,16.6,6433.3,1786.6,LNG,Rough,427.3
Tanker,16.99,3820.3,2022.4,Conventional (HFO/MGO),Moderate,367.8
Ro-Ro,11.11,2788.5,2023.7,Conventional (HFO/MGO),Moderate,61.7
Tanker,15.33,4057.2,1263.0,Conventional (HFO/MGO),Calm,144.7
Feeder,11.47,2013.6,1484.2,Methanol,Calm,50.0
Tanker,17.38,8677.5,1605.5,Methanol,Moderate,387.4
Panamax,13.78,2236.9,1392.8,Hydrogen,Calm,82.3
Handymax,14.94,2133.8,1401.3,Conventional (HFO/MGO),Moderate,90.4
Feeder,14.39,2276.4,1119.4,LNG,Moderate,50.0
Tanker,10.88,8633.8,1367.9,Ammonia,Calm,71.5
Feeder,16.2,2016.0,377.0,Conventional (HFO/MGO),Calm,50.0
Panamax,19.89,7286.9,1581.3,LNG,Calm,387.8
Ro-Ro,11.82,3687.4,631.1,Ammonia,Calm,50.0
Container,18.28,6318.5,439.6,Methanol,Calm,130.4
Feeder,13.02,2495.8,282.1,Hydrogen,Calm,50.0
Feeder,15.65,2429.8,160.2,Ammonia,Calm,50.0
Tanker,18.32,8117.8,1067.1,LNG,Moderate,226.0
Panamax,17.43,7479.5,659.8,Methanol,Rough,149.2
Ro-Ro,18.05,5533.5,1165.8,Hydrogen,Moderate,161.9
Tanker,12.43,6782.2,1055.9,LNG,Calm,73.5
Panamax,15.46,4749.8,523.0,LNG,Moderate,62.3
Panamax,20.64,7673.5,1633.3,Conventional (HFO/MGO),Rough,552.8
Container,18.72,9618.6,698.0,LNG,Calm,225.5
Panamax,18.81,6470.1,798.4,Hydrogen,Calm,136.3
Ro-Ro,19.27,6299.0,2027.9,Methanol,Rough,392.6
Feeder,10.38,934.0,950.1,Methanol,Calm,50.0
Tanker,11.76,11610.0,1709.7,Ammonia,Moderate,159.4
Container,19.11,4192.2,2072.3,LNG,Calm,491.6
Handymax,15.91,3366.2,1446.5,Hydrogen,Calm,98.9
Ro-Ro,13.46,2638.0,831.4,LNG,Calm,50.0
Feeder,11.54,1900.2,414.2,Conventional (HFO/MGO),Moderate,50.0
Feeder,17.21,975.3,238.1,Methanol,Moderate,50.0
Container,12.62,9858.3,921.9,Ammonia,Calm,93.2
Handymax,10.57,5600.4,1461.0,Ammonia,Moderate,50.0
Feeder,11.47,702.3,1377.0,Ammonia,Calm,50.0
Handymax,12.99,1537.1,266.7,Conventional (HFO/MGO),Rough,50.0
Ro-Ro,19.68,2512.5,1615.6,Ammonia,Moderate,281.4
Panamax,12.89,2090.5,1388.5,Conventional (HFO/MGO),Rough,94.4
Panamax,20.85,5939.3,232.4,Hydrogen,Rough,68.5
Ro-Ro,15.57,6647.3,677.5,Conventional (HFO/MGO),Moderate,62.6
Feeder,10.64,2344.8,1921.4,Conventional (HFO/MGO),Calm,50.0
Panamax,11.27,5784.7,1584.8,Conventional (HFO/MGO),Moderate,83.4
Panamax,11.94,2911.0,2060.2,Methanol,Moderate,119.0
Ro-Ro,16.84,7540.7,1004.2,Ammonia,Calm,133.4
Panamax,11.95,3850.9,1587.6,Conventional (HFO/MGO),Moderate,92.3
Ro-Ro,17.73,3386.9,176.6,Conventional (HFO/MGO),Calm,50.0
Tanker,17.31,8079.4,1575.9,LNG,Calm,288.7
Tanker,11.75,8621.7,1141.2,Hydrogen,Calm,85.5
Feeder,10.8,1159.9,421.7,Methanol,Rough,50.0
Panamax,14.22,7348.8,1304.1,LNG,Rough,138.8
Feeder,14.45,1667.5,1793.9,Conventional (HFO/MGO),Rough,55.3
Feeder,14.42,1458.6,1152.4,Ammonia,Calm,50.0
Feeder,12.47,2282.9,238.1,Conventional (HFO/MGO),Calm,50.0
Panamax,15.77,4238.6,617.6,Conventional (HFO/MGO),Calm,72.1
Handymax,11.26,5806.5,1369.3,Ammonia,Moderate,55.5
Container,21.02,7041.3,1243.4,Hydrogen,Calm,400.8
Container,12.37,5887.1,343.2,Hydrogen,Calm,50.0
Feeder,13.37,816.4,1038.4,Hydrogen,Calm,50.0
Ro-Ro,15.42,4127.1,2130.9,Methanol,Moderate,170.4
Tanker,10.24,9540.1,804.3,Methanol,Calm,50.0
Tanker,10.23,8156.3,296.7,Conventional (HFO/MGO),Rough,50.0
Container,18.78,5202.2,281.1,Methanol,Moderate,79.8
Feeder,12.49,734.9,1039.8,Conventional (HFO/MGO),Moderate,50.0
Container,21.32,6302.4,1890.0,Hydrogen,Moderate,605.9
Feeder,12.2,662.9,647.5,Ammonia,Calm,50.0
Handymax,17.95,2603.2,1217.6,Methanol,Calm,128.1
Handymax,10.93,3614.4,1527.4,Conventional (HFO/MGO),Moderate,50.0
Tanker,13.53,2262.9,388.0,Hydrogen,Calm,50.0
Panamax,14.56,5187.8,1135.2,Methanol,Moderate,112.2
Tanker,13.12,6681.2,1372.7,LNG,Calm,108.6
Container,19.12,4312.6,1054.1,Hydrogen,Rough,320.8
Tanker,11.47,6058.0,1019.9,Ammonia,Calm,63.0
Container,22.5,5152.7,1925.9,Methanol,Rough,1011.4
Container,19.54,7670.2,2086.3,LNG,Calm,581.7
Tanker,16.29,9792.9,208.1,Conventional (HFO/MGO),Moderate,50.0
Tanker,10.99,7535.7,1478.3,Conventional (HFO/MGO),Calm,81.8
Handymax,18.16,5865.6,1815.6,Methanol,Moderate,262.5
Tanker,10.91,7270.8,424.7,Methanol,Moderate,50.0
Handymax,12.09,4524.2,1762.9,LNG,Calm,72.6
Panamax,14.42,6544.8,975.4,Ammonia,Calm,105.3
Ro-Ro,18.91,6576.0,1834.3,Conventional (HFO/MGO),Moderate,294.6
Tanker,12.23,2607.6,1302.0,Ammonia,Calm,83.1
Handymax,15.37,2673.0,535.1,Conventional (HFO/MGO),Calm,50.0
Feeder,12.69,2601.4,1700.9,Ammonia,Calm,50.0
Feeder,14.47,602.4,221.9,Hydrogen,Rough,50.0
Panamax,20.02,1947.2,1773.3,Ammonia,Moderate,394.9
Handymax,12.59,4806.4,1775.7,Conventional (HFO/MGO),Moderate,81.8
Handymax,18.7,3583.9,1066.6,LNG,Moderate,140.8
Handymax,13.89,5168.2,2013.6,Methanol,Rough,158.6
Panamax,18.05,7835.9,1304.1,Methanol,Moderate,299.7
Ro-Ro,15.49,5364.9,155.1,LNG,Rough,50.0
Handymax,17.35,4641.9,1704.5,Conventional (HFO/MGO),Calm,188.3
Tanker,15.13,2005.1,1472.0,Methanol,Moderate,163.1
Ro-Ro,18.29,5215.7,720.1,Methanol,Rough,125.9
Feeder,17.77,3272.9,1698.5,Ammonia,Moderate,97.4
Feeder,16.12,1850.1,1929.9,Methanol,Calm,62.0
Ro-Ro,14.89,2295.0,464.7,Methanol,Moderate,50.0
Handymax,10.15,3762.1,487.0,Conventional (HFO/MGO),Moderate,50.0
Container,18.51,4529.8,772.3,LNG,Rough,245.2
Container,14.48,5568.2,1115.5,Ammonia,Moderate,165.9
Feeder,16.82,3118.3,1284.1,Conventional (HFO/MGO),Calm,53.3
Panamax,18.99,5387.6,2048.0,LNG,Moderate,420.1
Container,17.54,11083.3,528.1,Hydrogen,Rough,148.4
Ro-Ro,15.35,6958.1,778.9,Ammonia,Moderate,84.8
Panamax,15.46,3662.8,943.4,LNG,Moderate,97.0
Ro-Ro,11.66,5688.1,1773.6,Hydrogen,Calm,66.0
Handymax,17.21,3074.1,1142.6,Ammonia,Moderate,124.6
Handymax,12.95,5491.2,327.9,Ammonia,Calm,50.0
Container,21.71,11532.3,1048.5,Ammonia,Calm,481.4
Feeder,11.76,2845.3,158.2,Methanol,Calm,50.0
Container,14.48,10147.7,821.4,Conventional (HFO/MGO),Moderate,132.3
Tanker,16.25,4924.0,477.5,Hydrogen,Calm,57.5
Container,15.05,6728.8,1862.8,Hydrogen,Moderate,251.9
Ro-Ro,17.05,5713.5,539.0,Ammonia,Calm,74.1
Container,16.57,8054.6,276.7,Methanol,Moderate,53.2
Panamax,16.34,3791.3,211.9,Ammonia,Moderate,50.0
Handymax,16.8,3120.2,948.1,Conventional (HFO/MGO),Calm,93.2
Ro-Ro,12.89,3579.2,566.5,LNG,Calm,50.0
Container,16.59,10842.9,267.4,Conventional (HFO/MGO),Calm,55.3
Handymax,16.12,2550.5,1010.6,Ammonia,Calm,84.8
Tanker,15.18,5855.4,1402.2,LNG,Calm,180.0
Tanker,17.9,5491.5,1321.6,Hydrogen,Calm,252.5
Feeder,11.37,1621.7,1148.4,Hydrogen,Calm,50.0
Container,22.48,9689.5,931.9,LNG,Calm,417.2
Container,17.97,11221.8,1018.3,Conventional (HFO/MGO),Calm,279.9
Handymax,13.87,5893.4,650.3,Conventional (HFO/MGO),Moderate,50.0
Container,13.68,5580.3,1523.7,Conventional (HFO/MGO),Calm,151.3
Ro-Ro,17.83,6956.6,1696.4,Ammonia,Rough,310.5
Handymax,17.22,5686.5,1124.2,Hydrogen,Moderate,117.2
Ro-Ro,14.88,5990.5,1788.7,Ammonia,Rough,168.3
Container,20.33,11388.3,2009.1,Hydrogen,Moderate,738.8
Tanker,18.77,4040.1,1635.7,Conventional (HFO/MGO),Moderate,370.5
Container,14.08,12392.8,1197.1,LNG,Calm,163.4
Panamax,19.76,3581.3,560.6,LNG,Calm,105.6
Ro-Ro,17.76,4573.5,854.8,Methanol,Calm,119.9
Feeder,11.32,2971.6,820.2,Ammonia,Calm,50.0
Ro-Ro,18.11,4880.3,840.8,Conventional (HFO/MGO),Moderate,127.0
Container,22.57,10423.7,1826.5,Ammonia,Moderate,1194.9
Handymax,10.7,5241.7,2121.8,Hydrogen,Calm,59.7
Panamax,13.26,5578.6,2052.1,Ammonia,Rough,203.9
Tanker,16.28,4527.0,815.8,LNG,Calm,125.4
Feeder,15.22,2517.0,1745.6,Methanol,Calm,54.6
Feeder,11.65,1574.7,515.3,Conventional (HFO/MGO),Calm,50.0
Handymax,15.67,6165.6,1786.2,Hydrogen,Moderate,150.1
Tanker,10.55,5447.1,950.0,Methanol,Calm,50.0
Feeder,16.73,2851.8,1436.9,Hydrogen,Moderate,54.5
Container,17.99,4999.1,822.1,Hydrogen,Rough,181.8
Container,18.83,7433.9,1113.9,Methanol,Calm,328.2
Ro-Ro,11.36,5852.2,730.1,Hydrogen,Moderate,50.0
Container,18.69,11607.4,1192.1,Hydrogen,Moderate,334.8
Container,15.12,6470.6,719.3,LNG,Calm,96.1
Handymax,11.98,5482.3,1046.9,Hydrogen,Moderate,50.0
Feeder,10.23,2222.2,854.6,Methanol,Rough,50.0
Panamax,13.57,6264.8,1107.4,Methanol,Calm,91.9
Feeder,10.96,3497.3,995.2,Conventional (HFO/MGO),Calm,50.0
Feeder,13.35,2708.9,2024.9,Conventional (HFO/MGO),Moderate,50.0
Panamax,11.39,8905.6,1891.3,Ammonia,Rough,139.5
Container,19.3,7352.3,1222.5,Conventional (HFO/MGO),Rough,372.9
Ro-Ro,14.6,2147.6,544.2,LNG,Calm,50.0
Ro-Ro,15.77,3996.0,1520.4,Hydrogen,Moderate,134.8
Container,21.02,7308.5,1122.8,Methanol,Rough,508.9
Container,15.35,7379.5,1266.9,LNG,Moderate,195.7
Handymax,17.8,3099.2,2042.0,LNG,Calm,223.3
Panamax,19.29,2488.6,2015.4,Methanol,Moderate,367.1
Panamax,11.36,4781.4,690.3,Methanol,Calm,50.0
Handymax,10.84,1550.6,530.6,Methanol,Calm,50.0
Ro-Ro,18.94,2942.5,336.8,Conventional (HFO/MGO),Rough,59.6
Feeder,17.67,3344.2,1615.6,Methanol,Calm,76.3
Panamax,20.47,2278.4,961.7,Ammonia,Calm,208.8
Feeder,12.19,1665.6,335.2,Hydrogen,Moderate,50.0
Panamax,12.43,7704.6,447.2,Methanol,Moderate,50.0
Container,14.23,2925.8,435.8,Conventional (HFO/MGO),Moderate,50.0
Handymax,13.97,3990.0,630.2,Conventional (HFO/MGO),Calm,50.0
Handymax,14.2,6450.3,2192.3,LNG,Rough,179.7
Ro-Ro,13.91,2731.2,179.0,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,12.62,5410.2,882.1,LNG,Rough,55.5
Panamax,12.84,5366.2,462.6,Methanol,Calm,50.0
Panamax,12.72,8494.3,238.2,LNG,Moderate,50.0
Container,16.98,3782.7,1628.6,LNG,Calm,302.1
Handymax,18.12,5023.0,2091.1,LNG,Moderate,262.9
Container,21.96,8521.8,877.9,Methanol,Moderate,439.9
Ro-Ro,14.53,3605.3,1886.0,Conventional (HFO/MGO),Calm,145.5
Tanker,16.78,3082.3,2045.5,Methanol,Moderate,327.7
Container,14.92,6907.3,1620.9,LNG,Rough,305.3
Panamax,15.49,6900.4,1891.8,Methanol,Calm,224.3
Feeder,16.4,3407.1,1592.5,LNG,Calm,58.8
Panamax,18.89,3400.4,1575.2,Conventional (HFO/MGO),Rough,341.0
Ro-Ro,16.82,4285.8,508.4,LNG,Calm,54.2
Handymax,15.17,2112.5,1073.9,Hydrogen,Calm,64.2
Panamax,14.1,5689.0,2042.6,Hydrogen,Moderate,171.4
Feeder,11.43,982.7,1717.9,Conventional (HFO/MGO),Moderate,50.0
Feeder,12.59,2355.0,1424.7,LNG,Moderate,50.0
Handymax,15.93,4210.6,777.0,LNG,Rough,77.9
Tanker,16.55,11187.1,1213.1,Hydrogen,Calm,232.5
Tanker,14.5,8142.9,699.1,Hydrogen,Moderate,72.4
Tanker,14.35,11530.0,1786.3,LNG,Rough,297.0
Handymax,11.37,3997.6,1132.5,Ammonia,Moderate,50.0
Container,18.89,7587.2,1196.2,Hydrogen,Moderate,337.6
Feeder,16.85,2686.0,1781.2,Methanol,Calm,73.4
Ro-Ro,14.45,4636.3,673.2,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,14.74,3199.9,1252.6,Methanol,Calm,99.9
Ro-Ro,11.06,6483.1,295.7,Methanol,Moderate,50.0
Container,15.08,12432.1,962.5,Methanol,Moderate,171.9
Ro-Ro,14.64,4404.3,1092.1,Conventional (HFO/MGO),Rough,89.0
Panamax,13.95,7481.2,1288.9,Ammonia,Moderate,141.7
Tanker,18.09,9367.2,411.1,Hydrogen,Moderate,90.2
Handymax,17.26,1841.5,424.5,Ammonia,Calm,50.0
Panamax,18.24,5135.1,1863.6,Conventional (HFO/MGO),Calm,313.1
Tanker,17.96,4080.0,359.8,Conventional (HFO/MGO),Calm,77.6
Tanker,15.53,7969.5,1689.7,Conventional (HFO/MGO),Calm,241.6
Container,14.23,9113.0,881.2,Methanol,Calm,121.9
Container,14.04,8918.3,295.9,Methanol,Rough,50.0
Handymax,10.13,3039.2,463.3,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,12.59,4517.3,674.4,Hydrogen,Rough,50.0
Handymax,16.96,1649.2,502.3,Hydrogen,Calm,50.0
Container,20.61,12075.0,1126.4,Hydrogen,Moderate,493.4
Handymax,17.69,1408.1,551.3,LNG,Moderate,51.6
Panamax,12.87,5621.4,1884.7,Conventional (HFO/MGO),Calm,135.0
Container,22.52,5078.5,2116.3,Methanol,Rough,1102.9
Container,19.54,7313.5,1017.0,Ammonia,Moderate,341.7
Feeder,17.99,1748.4,1804.2,Hydrogen,Rough,80.6
Tanker,13.64,8853.9,742.7,Conventional (HFO/MGO),Moderate,79.7
Tanker,15.54,3645.7,1988.0,LNG,Calm,259.2
Tanker,18.95,8205.6,322.9,LNG,Calm,80.9
Ro-Ro,18.29,4179.0,1061.9,Methanol,Moderate,167.5
Panamax,15.72,6939.8,2194.5,Hydrogen,Calm,249.5
Panamax,16.54,3803.2,2077.0,Conventional (HFO/MGO),Moderate,273.8
Tanker,12.33,8557.9,156.3,Hydrogen,Moderate,50.0
Ro-Ro,18.68,4140.5,1839.7,Hydrogen,Moderate,300.8
Ro-Ro,12.81,4485.4,270.5,Conventional (HFO/MGO),Moderate,50.0
Panamax,12.02,7614.2,288.6,Ammonia,Moderate,50.0
Ro-Ro,11.16,1539.7,1198.1,Conventional (HFO/MGO),Moderate,50.0
Feeder,14.55,1162.3,1646.9,Conventional (HFO/MGO),Rough,50.0
Handymax,14.68,5628.1,525.0,Ammonia,Calm,50.0
Container,21.82,10545.4,2102.0,Conventional (HFO/MGO),Calm,918.0
Container,14.67,8868.7,1501.9,Hydrogen,Rough,249.5
Handymax,15.3,1903.8,1035.5,Methanol,Calm,72.3
Handymax,11.49,4034.6,497.9,Methanol,Moderate,50.0
Ro-Ro,11.24,4323.2,806.2,Ammonia,Calm,50.0
Feeder,17.32,1549.1,466.2,Ammonia,Moderate,50.0
Container,20.36,7381.7,1489.5,LNG,Calm,447.0
Container,20.32,4558.5,1745.5,Conventional (HFO/MGO),Moderate,668.8
Container,15.0,6896.0,1370.9,Conventional (HFO/MGO),Rough,234.4
Handymax,11.47,2982.1,257.2,Ammonia,Moderate,50.0
Container,20.53,8788.8,178.6,LNG,Calm,65.7
Panamax,12.8,6217.9,618.3,LNG,Moderate,50.0
Container,13.52,4673.9,211.2,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,14.35,5285.3,1313.1,Ammonia,Moderate,117.2
Panamax,14.02,2094.3,795.1,LNG,Rough,71.6
Container,17.04,6060.9,1153.2,Conventional (HFO/MGO),Moderate,239.0
Feeder,17.79,2529.5,1503.9,Ammonia,Moderate,74.8
Ro-Ro,16.26,1651.7,1840.2,Conventional (HFO/MGO),Calm,143.3
Handymax,18.72,2039.6,460.2,LNG,Calm,50.0
Tanker,12.12,11093.9,721.2,Ammonia,Moderate,72.6
Tanker,15.89,7548.7,637.6,Methanol,Moderate,105.0
Handymax,15.72,5410.1,645.1,Methanol,Rough,72.1
Panamax,12.12,3876.4,1243.9,Hydrogen,Moderate,68.0
Panamax,12.07,3336.9,883.1,Ammonia,Moderate,50.0
Panamax,18.71,1720.7,1082.8,Ammonia,Moderate,179.0
Feeder,13.18,1588.0,534.8,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,15.64,7215.5,400.1,Methanol,Calm,50.0
Container,15.28,11347.7,652.8,Methanol,Calm,124.9
Tanker,17.66,9440.1,1293.7,Hydrogen,Moderate,279.2
Tanker,14.96,8164.9,800.1,LNG,Moderate,96.5
Container,12.99,8795.7,1924.7,Methanol,Calm,213.7
Tanker,10.27,11900.7,1161.6,Conventional (HFO/MGO),Calm,65.9
Ro-Ro,13.27,5464.0,731.7,Ammonia,Calm,50.0
Panamax,17.76,3202.4,1679.5,Conventional (HFO/MGO),Moderate,242.9
Handymax,16.33,5952.7,647.4,Conventional (HFO/MGO),Calm,60.7
Feeder,15.28,2814.1,226.2,Conventional (HFO/MGO),Moderate,50.0
Container,21.64,3962.4,896.6,LNG,Moderate,321.8
Panamax,11.79,5322.4,304.4,Ammonia,Moderate,50.0
Tanker,18.83,8851.4,1726.6,Ammonia,Moderate,542.7
Feeder,17.07,1165.1,1168.3,Hydrogen,Moderate,50.0
Handymax,18.8,3286.1,522.7,LNG,Calm,62.4
Handymax,18.31,6430.3,1486.0,Hydrogen,Moderate,181.9
Tanker,11.96,3421.3,2145.2,Ammonia,Rough,193.5
Feeder,13.74,1375.5,737.9,Hydrogen,Calm,50.0
Container,17.63,4467.4,2074.2,Methanol,Moderate,454.5
Container,18.85,10554.8,828.4,Conventional (HFO/MGO),Calm,236.4
Handymax,14.02,2764.6,706.1,LNG,Moderate,50.0
Tanker,16.21,3406.8,602.9,LNG,Calm,77.3
Feeder,10.31,1255.1,2189.3,Methanol,Rough,50.0
Ro-Ro,15.17,7004.2,1795.4,LNG,Calm,143.5
Ro-Ro,18.94,2287.1,1327.3,Ammonia,Calm,193.3
Ro-Ro,15.09,2131.7,1337.5,Ammonia,Calm,110.6
Tanker,17.87,5027.5,472.9,LNG,Calm,97.6
Tanker,15.94,3138.3,378.3,LNG,Calm,50.0
Ro-Ro,19.5,1898.0,1708.1,Ammonia,Moderate,294.2
Panamax,19.57,7045.9,1116.8,Methanol,Calm,266.3
Ro-Ro,14.6,5878.9,970.4,Ammonia,Moderate,87.9
Tanker,18.8,5554.9,851.7,Hydrogen,Calm,165.3
Tanker,10.78,5423.2,493.1,LNG,Calm,50.0
Handymax,15.51,5986.1,1312.2,LNG,Calm,116.2
Handymax,14.56,2072.8,1065.9,Methanol,Moderate,69.0
Tanker,10.63,5631.4,1798.8,Hydrogen,Calm,91.2
Ro-Ro,13.85,7463.2,853.7,Methanol,Calm,63.6
Handymax,16.14,1437.8,419.0,Hydrogen,Moderate,50.0
Feeder,16.23,1286.2,296.8,LNG,Calm,50.0
Container,21.56,3463.7,553.2,Hydrogen,Moderate,169.2
Panamax,20.24,5087.3,1001.0,Methanol,Rough,281.8
Tanker,14.51,6030.1,2040.0,Ammonia,Moderate,241.1
Ro-Ro,16.93,4590.0,589.4,LNG,Moderate,60.9
Panamax,11.04,5015.4,162.4,LNG,Calm,50.0
Handymax,12.48,4708.6,782.7,Conventional (HFO/MGO),Rough,50.0
Panamax,20.67,7155.3,803.7,Methanol,Moderate,230.2
Feeder,13.93,747.1,712.2,Hydrogen,Rough,50.0
Panamax,12.88,4667.0,1877.4,Conventional (HFO/MGO),Moderate,123.9
Feeder,10.37,1995.4,1820.3,LNG,Moderate,50.0
Ro-Ro,14.93,4642.5,1210.9,Methanol,Moderate,97.5
Handymax,13.85,1276.4,634.6,Ammonia,Moderate,50.0
Tanker,16.43,4197.2,1513.1,Methanol,Moderate,243.8
Panamax,12.79,4780.7,1763.0,Methanol,Rough,158.7
Feeder,15.46,2772.4,831.0,LNG,Moderate,50.0
Handymax,11.11,1948.8,1951.8,Conventional (HFO/MGO),Calm,52.4
Ro-Ro,14.55,3088.2,432.7,Methanol,Moderate,50.0
Ro-Ro,12.82,5495.7,1801.5,Hydrogen,Calm,78.4
Feeder,13.7,2464.7,197.7,Ammonia,Calm,50.0
Feeder,12.17,2870.5,1507.5,Ammonia,Calm,50.0
Handymax,13.98,4249.6,1038.5,LNG,Calm,61.7
Panamax,16.19,5148.3,604.9,Methanol,Moderate,82.6
Tanker,11.35,6774.7,1385.5,LNG,Calm,71.9
Feeder,10.87,2646.1,957.4,Ammonia,Rough,50.0
Tanker,13.98,4979.7,1568.6,LNG,Moderate,162.3
Tanker,18.0,10007.0,1172.6,Methanol,Calm,308.1
Tanker,16.39,6577.3,1952.8,Ammonia,Calm,328.1
Handymax,11.09,3721.2,944.2,LNG,Rough,50.0
Feeder,15.99,2203.0,2036.8,Ammonia,Calm,67.8
Ro-Ro,18.92,4056.5,849.8,LNG,Calm,121.2
Panamax,13.87,7255.6,1441.1,Hydrogen,Moderate,126.3
